Crime_ID,Crime_Type,City,Area,Latitude,Longitude,Date,Victim_Age,Suspect_Age,Status
883,Theft,Mysuru,Reddy Chowk,16.161364,78.029868,2026-02-15,39,19,Closed
884,Murder,Hubballi,Modi Marg,16.912007,75.526356,2025-08-10,62,33,Closed
885,Assault,Mysuru,Borah Chowk,18.480436,74.50855,2025-10-14,68,41,Open
886,Drug Trafficking,Mysuru,Ratta Circle,13.756048,75.459262,2026-07-07,55,33,Closed
887,Fraud,Belagavi,Lata Chowk,16.29535,76.820337,2025-11-18,50,28,Open
888,Murder,Bengaluru,Mani Road,17.552197,77.211959,2025-08-16,37,33,Open
889,Assault,Hubballi,Vasa Chowk,14.316566,77.826252,2025-10-06,48,19,Closed
890,Theft,Shivamogga,Bandi Ganj,13.829916,77.802596,2025-09-25,30,43,Under Investigation
891,Robbery,Mysuru,Handa Road,17.42182,75.170991,2026-02-27,20,34,Under Investigation
892,Cyber Crime,Mangaluru,Sharaf,13.241185,76.009758,2026-03-31,56,40,Open
893,Fraud,Shivamogga,Murthy Path,18.470157,74.172319,2025-09-04,35,56,Open
894,Drug Trafficking,Mangaluru,Ghose Road,15.728943,76.616756,2025-07-29,26,19,Closed
895,Murder,Mangaluru,Raja Nagar,12.669143,76.099602,2026-06-18,33,35,Open
896,Drug Trafficking,Shivamogga,Oak,18.3648,77.417188,2025-11-18,42,57,Open
897,Robbery,Shivamogga,Sangha Ganj,13.035829,77.709346,2026-07-23,42,49,Closed
898,Robbery,Shivamogga,Sharma,16.951228,75.155056,2026-04-25,53,39,Closed
899,Fraud,Mangaluru,Boase,17.362229,77.639912,2025-12-24,48,54,Under Investigation
900,Drug Trafficking,Belagavi,Bora Marg,12.190467,76.919536,2025-08-31,70,30,Open
901,Kidnapping,Bengaluru,Palla Road,14.842486,77.528517,2025-12-05,61,36,Under Investigation
902,Fraud,Bengaluru,Chander Circle,12.106622,74.977399,2025-10-05,32,51,Under Investigation
903,Murder,Bengaluru,Trivedi Ganj,13.078211,77.154923,2025-11-23,38,42,Open
904,Cyber Crime,Hubballi,Suresh Ganj,14.597993,74.131085,2026-03-14,69,34,Under Investigation
905,Theft,Mysuru,Basu Marg,17.388745,75.603542,2026-01-01,55,49,Under Investigation
906,Murder,Mysuru,Vohra,12.218869,78.116641,2025-11-03,57,20,Closed
907,Kidnapping,Shivamogga,Toor Nagar,15.434914,77.126227,2025-08-17,67,38,Open
908,Kidnapping,Bengaluru,Warrior Marg,17.595906,77.02166,2026-04-23,57,56,Closed
909,Kidnapping,Shivamogga,Dasgupta Circle,15.801095,74.839638,2026-03-25,25,53,Closed
910,Assault,Mysuru,Krish Chowk,14.621174,76.287271,2026-05-24,40,43,Under Investigation
911,Murder,Hubballi,Sagar,14.932705,78.217266,2025-09-18,56,44,Under Investigation
912,Assault,Belagavi,Samra Circle,16.202299,78.270339,2026-02-24,66,44,Closed
913,Theft,Belagavi,Sama Nagar,14.574088,77.62457,2025-11-12,70,29,Under Investigation
914,Theft,Shivamogga,Walia Circle,15.238478,75.302122,2026-06-23,39,32,Open
915,Theft,Bengaluru,Deo Zila,15.899736,77.037852,2025-10-21,68,55,Open
916,Kidnapping,Hubballi,Krish Path,15.532326,77.122127,2026-02-21,70,25,Under Investigation
917,Cyber Crime,Shivamogga,Kadakia Ganj,12.991485,74.29568,2025-10-17,58,53,Open
918,Murder,Bengaluru,Bora Marg,15.630695,76.555759,2025-10-15,35,39,Open
919,Kidnapping,Mangaluru,Balasubramanian Nagar,18.378273,76.169291,2026-07-06,30,18,Under Investigation
920,Fraud,Shivamogga,Patla Marg,16.315597,74.956417,2026-05-08,29,42,Under Investigation
921,Drug Trafficking,Hubballi,Sachar Nagar,17.861189,77.788363,2025-11-26,32,24,Under Investigation
922,Assault,Belagavi,Bansal Zila,18.107062,77.297319,2025-07-26,65,20,Closed
923,Fraud,Bengaluru,Sethi Marg,17.326726,77.452616,2025-10-30,55,56,Closed
924,Assault,Mangaluru,Mammen,14.348891,76.581959,2025-12-07,46,58,Closed
925,Robbery,Shivamogga,Edwin Marg,16.302129,74.200327,2025-12-11,66,59,Under Investigation
926,Theft,Mysuru,Chacko Street,14.268918,75.214276,2026-05-13,20,57,Closed
927,Kidnapping,Bengaluru,Loyal Circle,16.087949,76.351428,2026-04-26,25,43,Under Investigation
928,Drug Trafficking,Mangaluru,Nanda Path,16.528889,74.950761,2026-01-31,40,52,Under Investigation
929,Fraud,Belagavi,Varty Zila,15.459268,77.313402,2026-05-29,42,37,Under Investigation
930,Robbery,Hubballi,Brar Zila,13.803389,74.34978,2026-04-17,47,52,Under Investigation
931,Assault,Shivamogga,Jha Road,17.931176,75.752213,2026-01-29,40,51,Under Investigation
932,Theft,Mysuru,Bhandari Circle,14.741434,75.2049,2026-01-29,54,31,Closed
933,Assault,Shivamogga,Madan Circle,15.641679,77.612938,2026-01-11,36,46,Under Investigation
934,Robbery,Mangaluru,Goel Circle,13.870997,75.229886,2026-07-24,47,32,Under Investigation
935,Murder,Mangaluru,Venkatesh Street,16.556285,76.567712,2026-02-08,40,22,Closed
936,Cyber Crime,Mangaluru,Pillay Marg,15.387898,74.183227,2026-06-25,22,57,Open
937,Cyber Crime,Belagavi,Mital Zila,13.710565,77.352817,2026-06-21,25,34,Under Investigation
938,Fraud,Bengaluru,Nath Zila,15.466808,78.239925,2026-04-13,39,43,Open
939,Cyber Crime,Hubballi,Dara Path,17.304135,75.280885,2025-10-14,64,53,Under Investigation
940,Kidnapping,Mangaluru,Mammen Chowk,14.308561,74.014157,2026-04-10,49,25,Closed
941,Drug Trafficking,Belagavi,Hans Marg,14.04246,78.118438,2026-01-17,62,30,Closed
942,Robbery,Hubballi,Brar Marg,15.851251,74.544035,2026-07-10,30,35,Under Investigation
943,Fraud,Mangaluru,Nayar Path,18.381359,74.349253,2026-03-25,24,24,Under Investigation
944,Assault,Mysuru,Raghavan Zila,12.616338,78.510137,2026-03-21,25,35,Open
945,Robbery,Mangaluru,Uppal Path,17.437069,75.407585,2025-10-23,36,42,Open
946,Drug Trafficking,Belagavi,Loke Chowk,13.336983,76.020388,2026-02-10,23,41,Closed
947,Murder,Mangaluru,Mann Path,15.497044,74.538399,2025-10-25,36,20,Closed
948,Drug Trafficking,Shivamogga,Prashad Chowk,12.267357,77.259199,2026-02-10,38,18,Open
949,Kidnapping,Belagavi,Varughese Nagar,12.027413,74.716204,2025-09-01,31,58,Closed
950,Theft,Mysuru,Trivedi Path,14.184294,77.60179,2026-01-08,18,26,Closed
951,Drug Trafficking,Hubballi,Barad Nagar,15.130253,75.5876,2026-05-25,29,30,Open
952,Assault,Mangaluru,Iyengar Chowk,13.340285,77.590786,2025-12-14,23,57,Open
953,Murder,Bengaluru,Butala Ganj,15.428818,75.761086,2026-04-13,47,41,Closed
954,Murder,Mysuru,Nayak Nagar,17.811863,78.088505,2025-11-24,36,39,Open
955,Cyber Crime,Belagavi,Chakrabarti Path,13.880533,77.172595,2025-12-24,22,46,Closed
956,Drug Trafficking,Mangaluru,Sankar Street,16.592373,77.444313,2026-07-20,64,32,Closed
957,Assault,Shivamogga,Dua Circle,16.608974,77.2377,2026-07-23,33,45,Closed
958,Assault,Hubballi,Sane Ganj,13.86733,77.13541,2026-07-04,70,60,Open
959,Assault,Belagavi,Mutti Circle,13.369646,76.364593,2025-10-30,70,30,Closed
960,Drug Trafficking,Bengaluru,Sankaran Ganj,13.88997,77.276773,2025-09-22,27,25,Under Investigation
961,Kidnapping,Shivamogga,Tiwari Zila,12.543872,78.288215,2026-04-08,23,37,Open
962,Theft,Shivamogga,Sampath Circle,15.695447,76.572853,2026-04-18,56,36,Closed
963,Fraud,Hubballi,Lala Marg,14.218108,74.503944,2025-09-17,20,25,Closed
964,Fraud,Shivamogga,Buch Road,12.966956,77.970049,2026-05-31,25,26,Open
965,Cyber Crime,Shivamogga,Saxena Chowk,13.288127,74.880832,2026-05-04,34,50,Open
966,Murder,Shivamogga,Pandya,16.581572,74.211051,2025-11-15,46,43,Open
967,Theft,Bengaluru,Golla,11.829914,74.089521,2025-08-30,41,45,Under Investigation
968,Fraud,Shivamogga,Tata Street,17.841103,76.592374,2026-05-24,54,51,Under Investigation
969,Cyber Crime,Mysuru,Viswanathan Circle,17.626853,76.900042,2025-11-13,65,24,Open
970,Fraud,Hubballi,Sood Zila,14.234971,74.059896,2025-09-13,20,56,Open
971,Murder,Shivamogga,Ahuja Path,12.577193,75.22022,2025-10-05,55,29,Closed
972,Robbery,Mysuru,Deep Path,17.591345,74.037065,2026-03-06,48,19,Under Investigation
973,Kidnapping,Bengaluru,Bhatia Chowk,12.722189,76.782293,2026-07-16,59,39,Under Investigation
974,Robbery,Belagavi,Sarraf Path,17.933552,77.896951,2026-03-19,46,59,Under Investigation
975,Assault,Shivamogga,Memon Circle,14.46908,74.959268,2025-10-19,50,43,Open
976,Murder,Belagavi,Chowdhury Path,13.751397,78.026157,2025-08-16,65,42,Open
977,Robbery,Shivamogga,Palla Marg,16.930886,77.379973,2025-08-21,46,48,Closed
978,Fraud,Shivamogga,Mandal Street,16.980969,76.869732,2026-05-26,38,24,Open
979,Murder,Belagavi,Butala Path,12.824207,76.562356,2025-09-18,60,57,Under Investigation
980,Kidnapping,Belagavi,Kota Street,16.492911,78.394614,2026-01-16,55,41,Open
981,Kidnapping,Mysuru,Rout Street,14.02305,76.622061,2026-04-04,33,50,Under Investigation
982,Murder,Mangaluru,Dubey Circle,14.763966,77.215571,2025-07-25,52,43,Under Investigation
983,Fraud,Mangaluru,Naidu Path,16.827337,77.752423,2026-05-18,59,18,Under Investigation
984,Robbery,Mangaluru,Bali Marg,15.639116,74.431652,2025-09-20,36,22,Under Investigation
985,Murder,Shivamogga,Jayaraman Chowk,18.414973,77.52843,2026-04-23,58,45,Under Investigation
986,Theft,Shivamogga,Grewal Zila,12.155981,76.580928,2025-09-22,27,41,Open
987,Kidnapping,Belagavi,Kashyap Ganj,16.578443,74.096343,2026-03-16,37,55,Under Investigation
988,Theft,Belagavi,Sarkar Nagar,12.457793,77.275884,2026-03-21,60,22,Open
989,Cyber Crime,Mangaluru,Kuruvilla,14.074515,74.667574,2025-09-15,45,37,Under Investigation
990,Drug Trafficking,Shivamogga,Nagarajan Marg,17.936927,75.929301,2026-04-07,27,25,Under Investigation
991,Murder,Bengaluru,Shroff Ganj,15.720837,76.00689,2026-05-26,70,24,Under Investigation
992,Assault,Mysuru,Cheema Ganj,15.919618,77.90488,2025-12-27,42,29,Closed
993,Drug Trafficking,Mysuru,Atwal Ganj,15.551663,74.288305,2026-01-22,37,21,Closed
994,Kidnapping,Belagavi,Morar Road,11.873756,76.598506,2026-06-03,58,33,Open
995,Theft,Mangaluru,Viswanathan,17.319732,74.374683,2026-03-02,65,18,Open
996,Robbery,Mysuru,Soman Ganj,15.941973,77.490335,2026-05-28,26,32,Open
997,Drug Trafficking,Bengaluru,Suresh Ganj,17.972381,74.170434,2025-08-22,43,55,Closed
998,Fraud,Belagavi,Chahal Road,17.165576,74.701597,2026-07-11,54,40,Closed
999,Kidnapping,Belagavi,Nori Zila,15.343284,76.473868,2025-07-25,48,47,Open
1000,Murder,Mysuru,Sarkar Circle,12.146613,75.746683,2026-05-28,50,44,Open
